gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
UQCRFS1;0,34;0,74;0,80;2,16
UQCRH;0,00;0,92;1,29;0,89
UQCRQ;0,00;1,10;1,73;0,24
URAD;0,03;1,52;1,92;-1,37
URB1;0,00;0,96;0,91;1,45
URB2;0,00;0,96;0,79;1,31
URGCP;0,14;0,76;0,65;3,57
URI1;0,00;1,09;0,84;-0,22
URM1;0,01;1,11;0,99;0,16
UROC1;0,00;1,00;1,06;0,60
UROD;0,00;0,83;0,91;1,94
UROS;0,00;0,98;0,76;0,73
USB1;0,00;1,00;1,02;0,58
USE1;0,00;1,04;1,19;0,38
USF1;0,02;0,77;0,66;2,25
USF2;0,04;1,07;0,71;0,11
USF3;1,00;0,88;0,26;2,80
USH1C;0,00;1,05;0,88;0,06
USH1G;0,00;1,12;1,21;-0,46
USH2A;0,00;1,02;0,86;0,11
USHBP1;0,00;1,05;1,06;0,02
USO1;0,00;0,93;0,65;1,35
USP1;1,00;0,88;0,37;1,88
USP10;1,00;1,07;0,40;-0,19
USP12;0,47;0,61;0,60;3,49
USP13;0,00;0,89;0,77;1,92
USP14;0,08;0,83;0,63;1,91
USP15;1,00;0,71;0,20;4,03
USP16;0,00;1,02;1,01;0,43
USP17L1;0,00;1,74;1,95;-2,63
USP17L17;NA;1,80;NA;0,30
USP17L2;0,00;1,46;1,79;-2,63
USP17L4;0,00;1,74;1,94;-0,70
USP17L7;0,00;1,87;1,97;-5,65
USP18;1,00;0,80;0,46;1,96
USP2;0,00;0,91;0,62;1,49
USP20;0,00;0,88;0,78;2,18
USP21;0,00;0,80;0,67;2,54
USP22;0,98;0,70;0,49;3,38
USP24;1,00;0,82;0,36;4,14
USP25;0,00;0,94;0,64;1,34
USP3;1,00;0,80;0,46;2,33
USP30;0,00;0,86;0,76;1,89
USP31;0,97;1,02;0,49;0,29
USP32;1,00;0,62;0,37;6,26
USP33;0,99;0,83;0,48;2,53
USP34;1,00;0,94;0,15;1,90
USP35;0,00;1,22;1,08;-2,19
USP37;1,00;0,79;0,28;3,06
USP38;0,00;0,93;0,64;1,48
USP39;0,00;0,90;0,74;1,56
USP4;0,00;0,88;0,72;2,14
USP43;0,01;1,00;0,60;0,58
USP44;0,00;0,90;1,03;1,70
USP45;0,00;0,99;1,09;0,70
USP46;0,99;0,63;0,48;3,25
USP47;1,00;0,84;0,32;2,78
USP48;1,00;0,69;0,37;4,46
USP49;0,34;0,85;0,58;2,13
USP5;1,00;0,69;0,33;4,34
USP50;0,00;0,99;1,27;0,67
USP6;0,00;0,88;0,85;2,31
USP7;1,00;0,53;0,09;6,87
USP8;1,00;0,82;0,28;2,93
USPL1;0,00;0,97;0,75;1,00
UST;0,01;1,00;0,72;0,57
UTF1;0,00;1,89;1,98;-4,87
UTP11;0,00;0,98;1,07;0,71
UTP14C;0,00;0,93;1,10;1,34
UTP15;1,00;0,83;0,19;2,12
UTP18;0,00;1,13;0,84;-0,58
UTP20;0,00;0,92;0,55;2,20
UTP23;0,01;1,04;0,88;0,36
UTP25;0,00;0,93;0,76;1,34
UTP3;0,02;0,90;0,69;1,51
UTP4;0,00;0,96;0,77;1,00
UTP6;0,00;0,91;0,67;1,45
UTS2;0,00;1,10;1,30;0,18
UTS2R;NA;1,44;NA;-2,26
UVRAG;1,00;0,91;0,47;1,52
UVSSA;0,00;1,22;1,21;-1,88
UXS1;0,00;0,89;0,81;1,45
VAC14;0,00;0,87;0,68;2,02
VAMP1;0,00;0,88;1,28;1,09
VAMP2;1,00;0,73;0,18;1,75
VAMP3;0,01;1,06;0,97;0,36
VAMP4;0,00;1,06;1,58;0,45
VAMP5;0,00;0,97;1,67;0,73
VAMP8;0,00;0,97;1,52;0,72
VANGL1;0,91;1,00;0,53;0,60
VANGL2;1,00;0,80;0,43;2,55
VAPA;0,99;1,01;0,40;0,54
VAPB;0,52;0,98;0,70;0,70
VARS1;0,00;0,81;0,66;3,50
VARS2;0,00;0,90;0,81;1,91
VASH1;0,00;1,17;0,86;-0,65
VASH2;0,00;1,01;1,01;0,57
VASN;0,00;1,15;1,90;-0,94
VASP;0,00;1,07;0,75;0,10
VAT1;0,00;0,89;1,02;1,53
VAT1L;0,00;1,23;1,06;-1,27
VAV1;1,00;0,70;0,35;4,10
VAV2;0,00;0,85;0,62;2,48
VAV3;0,00;0,95;0,84;1,10
VAX1;0,66;1,06;0,68;0,21
VAX2;0,00;1,39;1,51;-2,03
VCAM1;0,00;0,92;0,84;1,45
VCAN;1,00;0,91;0,22;2,68
VCL;1,00;0,74;0,46;4,25
VCP;1,00;0,35;0,13;8,17
VCPIP1;1,00;0,72;0,16;4,54
VCPKMT;0,00;1,39;1,67;-1,40
VDAC1;0,95;0,73;0,54;2,26
VDAC3;1,00;0,82;0,42;1,76
VDR;0,01;0,81;0,71;2,20
VEGFB;0,00;1,32;1,55;-1,25
VEGFC;1,00;0,99;0,38;0,73
VENTX;0,00;1,30;1,90;-1,11
VEPH1;0,00;0,98;1,07;0,84
VEZF1;1,00;0,56;0,17;4,55
VEZT;0,00;1,01;0,68;0,55
VGF;0,01;1,32;0,86;-2,49
VGLL2;0,00;1,49;1,22;-2,64
VGLL3;0,00;1,17;0,93;-0,56
VGLL4;0,49;1,08;0,82;0,10
VHL;0,00;1,30;0,99;-1,14
VHLL;0,00;0,96;1,71;0,79
VIL1;0,00;0,90;0,95;1,77
VILL;0,00;0,98;1,11;0,82
VIM;0,86;0,97;0,54;0,86
VIP;0,00;1,08;1,47;0,26
VIPAS39;0,00;0,84;0,87;1,99
VIPR1;0,00;1,15;1,34;-0,64
VIPR2;0,00;1,02;1,05;0,44
VIRMA;1,00;0,80;0,44;3,70
VIT;0,00;1,30;1,45;-2,56
VKORC1;0,00;1,14;1,17;-0,10
VKORC1L1;0,92;0,85;0,57;1,23
VLDLR;0,00;1,13;0,83;-1,00
VMAC;0,00;1,49;1,98;-1,70
VMO1;0,00;1,16;1,73;-0,31
VMP1;1,00;0,65;0,19;3,26
VN1R1;NA;0,99;NA;0,71
VN1R2;0,29;0,94;1,89;1,04
VNN1;0,00;1,04;0,89;0,23
VNN2;0,00;1,09;1,21;-0,17
VOPP1;0,03;1,03;1,01;0,49
VPREB1;0,00;1,14;1,86;-0,03
VPREB3;0,00;1,15;1,59;-0,04
VPS11;0,00;0,81;0,60;3,02
VPS13A;0,00;0,91;0,70;2,61
VPS13B;0,00;0,93;0,71;2,46
VPS13C;0,00;1,09;0,86;-1,31
VPS13D;1,00;0,86;0,43;4,52
VPS16;0,00;0,86;0,81;2,33
VPS18;1,00;0,92;0,43;1,69
VPS25;0,00;0,80;1,02;1,65
VPS26A;0,00;0,81;0,88;1,83
VPS26B;0,99;0,73;0,49;2,63
VPS26C;0,00;0,87;0,85;1,52
VPS28;0,00;0,96;1,48;0,81
VPS29;1,00;0,62;0,36;2,49
VPS33A;0,08;0,85;0,58;2,05
VPS33B;0,00;0,95;0,97;1,10
VPS35;1,00;0,61;0,32;4,90
VPS35L;0,00;0,92;0,76;1,53
VPS36;0,02;0,80;0,64;2,09
VPS37A;0,00;1,40;0,85;-2,31
VPS37B;0,03;1,17;0,85;-0,50
VPS37C;0,03;1,30;0,96;-1,47
VPS37D;0,26;1,60;0,99;-2,57
VPS39;0,00;0,79;0,69;3,02
VPS41;0,00;0,91;0,90;1,47
VPS45;0,01;0,85;0,63;1,96
VPS4A;0,40;0,81;0,59;2,23
VPS4B;0,82;0,74;0,55;2,70
VPS50;0,11;0,88;0,78;1,21
VPS51;0,00;0,99;1,28;0,74
VPS52;0,00;0,83;0,68;2,52
VPS53;0,00;0,89;0,77;1,85
VPS54;1,00;0,99;0,47;0,74
VPS72;0,00;0,78;0,91;2,34
VPS8;0,00;0,95;0,69;1,24
VPS9D1;0,00;1,45;1,40;-3,86
VRK1;0,00;0,90;0,75;1,41
VRK2;0,00;1,25;1,14;-1,40
VRK3;0,00;0,96;1,00;0,93
VRTN;0,95;0,81;0,54;2,66
VSIG10;0,00;0,98;1,02;0,80
VSIG10L;0,00;1,06;1,27;-0,13
VSIG10L2;0,00;1,07;1,18;-0,08
VSIG2;0,00;1,12;1,28;-0,21
VSIG8;0,00;1,08;1,05;-0,07
VSIR;0,80;0,95;0,59;0,95
VSNL1;0,92;0,48;0,57;3,42
VSTM1;0,00;1,10;1,04;-0,02
VSTM2A;0,06;0,98;0,75;0,73
VSTM2L;0,07;1,20;0,85;-0,54
VSTM4;0,06;1,05;0,72;0,28
VSTM5;0,00;0,95;1,43;0,90
VSX1;0,00;1,26;1,69;-1,34
VSX2;0,00;1,25;1,35;-1,25
VTA1;0,00;1,11;0,90;-0,11
VTCN1;0,00;0,94;1,32;1,03
VTI1A;0,00;1,03;0,86;0,44
VTI1B;0,00;1,05;0,89;0,30
VTN;0,00;0,97;1,04;0,88
VWA1;0,00;1,55;1,51;-3,93
VWA2;0,00;1,04;1,24;0,18
VWA3A;0,00;0,93;1,01;1,51
VWA3B;0,00;1,01;0,99;0,52
VWA5A;0,00;1,03;1,06;0,32
VWA5B1;0,00;1,04;1,18;0,00
VWA7;0,00;0,98;0,98;0,84
VWA8;0,00;1,00;0,99;0,53
VWC2;0,00;1,34;1,10;-1,66
VWC2L;0,18;0,81;0,74;1,75
VWCE;0,00;1,00;0,81;0,66
VWDE;0,00;1,21;1,28;-2,53
VWF;0,00;0,87;0,64;3,53
VXN;0,86;1,03;0,60;0,43
WAC;1,00;0,97;0,25;0,89
WAPL;1,00;0,73;0,08;4,29
WARS1;1,00;0,75;0,46;2,79
WARS2;0,00;0,99;1,10;0,66
WASF1;1,00;0,74;0,30;3,00
WASF2;1,00;0,76;0,46;2,76
WASF3;1,00;0,90;0,36;1,53
WASHC2A;0,00;0,79;0,81;3,24
WASHC2C;0,00;0,77;0,76;3,54
WASHC3;0,09;1,35;1,62;-0,21
WASHC4;0,00;0,99;0,64;0,68
WASHC5;0,00;0,84;0,79;2,52
WASL;0,83;0,89;0,56;1,49
WBP1;0,00;1,04;1,20;0,34
WBP11;1,00;0,72;0,32;3,42
WBP1L;0,01;0,90;0,78;1,38
WBP2;0,00;1,11;1,08;-0,08
WBP2NL;0,00;0,99;1,47;0,70
WBP4;0,00;1,01;0,97;0,52
WDCP;0,01;0,95;0,71;1,16
WDFY1;0,00;0,93;0,70;1,16
WDFY2;0,00;0,89;0,78;1,50
WDFY3;1,00;0,70;0,20;7,70
WDHD1;0,00;1,03;0,92;0,27
WDPCP;0,00;0,98;0,94;0,82
WDR1;1,00;0,93;0,45;1,30
WDR11;0,00;0,87;0,62;2,32
WDR12;0,00;1,01;0,90;0,54
WDR17;0,00;0,97;1,00;1,05
WDR18;0,00;1,34;1,22;-2,12
WDR19;0,00;0,95;0,83;1,27
WDR20;1,00;0,78;0,20;2,78
WDR24;0,00;0,92;0,72;1,54
WDR25;0,00;0,94;0,94;1,18
WDR26;1,00;0,74;0,14;3,35
WDR27;0,00;1,12;1,13;-0,75
WDR3;0,00;0,92;0,78;1,57
WDR31;0,00;0,95;0,83;1,00
WDR33;1,00;0,66;0,37;5,61
WDR35;0,00;0,90;0,78;2,01
WDR36;0,00;1,13;0,71;-0,89
WDR37;1,00;0,73;0,42;3,02
WDR38;0,00;1,07;1,32;0,14
WDR4;0,00;1,21;1,35;-1,12
WDR41;0,00;1,07;1,05;0,08
WDR43;1,00;1,06;0,24;0,02
WDR45B;0,09;0,80;0,63;2,12
WDR46;0,00;0,91;0,94;1,52
WDR47;1,00;0,72;0,44;3,97
WDR48;1,00;0,67;0,34;3,74
WDR49;0,00;1,09;1,09;-0,47
WDR5;1,00;0,48;0,05;4,36
WDR53;0,00;0,92;1,11;1,22
WDR54;0,00;0,98;1,22;0,75
WDR55;0,00;0,92;1,27;1,27
WDR59;0,00;0,98;0,91;0,88
WDR5B;0,00;0,99;1,01;0,67
WDR6;0,00;0,89;0,82;2,18
WDR61;0,04;0,70;0,67;2,65
WDR62;0,00;0,93;0,81;1,77
WDR64;0,00;0,95;0,92;1,20
WDR7;1,00;0,83;0,36;3,25
WDR70;0,00;0,76;0,73;2,95
WDR72;0,00;1,07;1,09;-0,31
WDR73;0,00;1,16;0,97;-0,46
WDR74;0,00;0,98;0,89;0,80
WDR75;0,04;0,95;0,56;1,18
WDR76;0,00;0,97;0,94;0,87
WDR77;0,00;1,07;1,05;0,12
WDR81;0,00;0,99;0,82;0,74
WDR82;1,00;0,51;0,44;3,93
WDR83;0,00;1,16;1,28;-0,56
WDR83OS;0,00;1,11;1,60;0,14
WDR86;0,00;1,24;1,44;-1,11
WDR87;0,00;0,85;0,77;3,73
WDR88;0,00;0,96;1,11;0,94
WDR89;0,00;0,91;0,91;1,33
WDR90;0,00;1,23;1,48;-3,41
WDR91;0,00;0,88;0,72;1,91
WDR93;0,00;0,90;1,06;1,59
WDSUB1;0,00;0,95;1,14;1,02
WDTC1;1,00;0,58;0,25;5,17
WEE1;1,00;0,85;0,41;1,87
WEE2;0,00;0,93;1,03;1,25
WFDC1;0,00;1,55;1,71;-2,57
WFDC10A;0,04;1,08;1,88;0,34
WFDC11;0,00;1,16;1,44;0,05
WFDC12;0,17;1,26;1,11;-0,45
WFDC13;0,09;1,06;1,03;0,38
WFDC2;0,00;1,28;1,48;-0,56
WFDC3;0,00;0,99;0,93;0,66
WFDC6;0,00;1,11;1,75;0,21
WFDC8;0,00;1,00;1,20;0,61
WFDC9;0,00;0,93;1,60;0,86
WFIKKN1;0,00;1,41;1,94;-3,30
WFIKKN2;0,00;0,97;0,84;0,96
WFS1;0,00;1,51;1,64;-5,71
WHAMM;0,00;1,15;1,22;-0,76
WHRN;0,00;1,05;0,81;-0,01
WIF1;0,00;1,05;0,92;0,21
WIPF1;0,83;0,92;0,57;1,39
WIPF2;0,02;1,01;0,78;0,52
WIPF3;0,00;1,30;1,17;-1,80
WIPI1;0,00;0,84;1,06;1,90
WIPI2;0,00;0,92;0,77;1,27
WIZ;1,00;0,92;0,29;2,13
WLS;1,00;0,88;0,48;1,73
WNK1;1,00;0,79;0,23;4,67
WNK4;0,00;0,95;0,93;1,38
WNT1;0,00;1,03;0,96;0,34
WNT10A;0,00;1,17;1,48;-0,80
WNT10B;0,00;0,95;1,10;1,05
WNT11;0,00;1,05;0,99;0,22
WNT16;0,00;1,05;0,80;0,26
WNT2;0,97;0,83;0,51;1,97
WNT2B;0,03;0,90;0,68;1,44
WNT3;1,00;0,58;0,37;3,93
WNT3A;0,01;0,90;0,76;1,42
WNT4;0,05;0,82;0,69;2,02
WNT5A;1,00;0,92;0,44;1,24
WNT5B;0,01;0,89;0,74;1,50
WNT6;0,00;1,22;1,70;-1,02
WNT7A;0,00;0,87;0,81;1,66
WNT7B;0,00;0,90;0,76;1,44
WNT8A;0,00;0,87;1,05;1,52
WNT8B;0,00;0,99;0,96;0,71
WNT9A;0,94;0,99;0,54;0,72
WNT9B;0,23;0,99;0,68;0,67
WRAP53;0,00;0,95;0,65;1,12
WRAP73;0,00;1,01;1,10;0,51
WRN;0,00;0,97;0,90;0,99
WRNIP1;0,00;1,44;1,09;-3,88
WSB1;0,03;0,97;0,65;0,87
WSB2;1,00;0,65;0,36;3,40
WSCD1;0,00;1,05;0,88;0,14
WSCD2;0,01;0,81;0,65;2,33
WT1;1,00;0,91;0,25;1,42
WTAP;1,00;0,68;0,34;2,94
WTIP;0,00;1,35;0,95;-2,09
WWC1;0,28;0,88;0,51;2,21
WWC2;0,00;1,09;0,94;-0,49
WWOX;0,00;1,76;1,82;-5,67
WWP1;1,00;0,77;0,47;3,31
WWP2;0,00;0,85;0,57;2,51
WWTR1;0,92;0,91;0,54;1,34
XAB2;0,00;0,88;0,63;2,10
XAF1;0,00;1,08;1,28;0,08
XCL1;0,01;1,12;1,49;0,15
XCL2;0,02;1,17;1,66;-0,03
XCR1;0,41;0,87;1,73;1,55
XDH;0,00;1,09;0,99;-0,79
XIRP1;NA;1,01;NA;0,38
XIRP2;0,00;1,09;0,91;-1,47
XKR3;0,00;0,89;0,88;1,53
XKR4;1,00;1,01;0,37;0,55
XKR5;0,00;1,51;1,69;-4,57
XKR6;0,04;1,07;0,64;-0,15
XKR7;0,82;1,05;0,58;0,17
XKR8;0,00;0,94;1,43;1,03
XKR9;0,00;1,30;1,31;-1,66
XPA;0,00;1,20;1,07;-0,56
XPC;0,00;1,01;1,02;0,47
XPNPEP1;0,24;0,78;0,55;2,82
XPNPEP3;0,00;0,95;0,83;1,08
XPO1;1,00;0,42;0,08;7,95
XPO5;1,00;0,77;0,39;3,83
XPO6;1,00;0,71;0,04;4,41
XPO7;1,00;0,62;0,19;5,48
XPOT;1,00;0,77;0,33;3,29
XPR1;1,00;0,66;0,43;4,14
XRCC1;0,00;1,00;0,77;0,57
XRCC2;0,00;1,02;1,21;0,47
XRCC3;0,00;1,20;1,80;-0,82
XRCC4;0,00;0,98;1,03;0,76
XRCC5;1,00;0,70;0,19;3,74
XRCC6;1,00;0,63;0,17;4,19
XRN1;1,00;0,87;0,37;2,70
XRN2;1,00;0,81;0,41;2,92
XRRA1;0,00;1,04;1,04;0,18
XXYLT1;0,00;1,24;1,13;-1,19
XYLB;0,00;1,06;1,06;0,06
XYLT1;0,99;0,99;0,48;0,76
XYLT2;0,00;0,88;0,69;2,07
YAE1;0,00;1,04;1,27;0,37
YAF2;0,08;0,86;0,96;1,27
YAP1;1,00;0,92;0,21;1,35
YARS1;0,00;0,84;0,73;2,12
YARS2;0,00;1,00;1,04;0,57
YBEY;0,00;1,29;1,66;-0,78
YBX1;1,00;0,73;0,20;2,54
YBX2;1,00;0,95;0,27;1,01
YBX3;0,00;1,16;1,01;-0,60
YDJC;0,00;1,29;1,93;-1,40
YEATS2;0,00;0,90;0,55;2,04
YEATS4;0,00;0,60;0,88;2,84
YES1;0,00;0,83;0,75;1,97
YIF1A;0,00;1,00;1,19;0,58
YIF1B;0,00;0,95;1,01;0,94
YIPF1;0,00;1,01;0,85;0,55
YIPF2;0,00;1,05;1,04;0,28
YIPF3;0,18;0,94;0,63;1,07
YIPF4;0,00;1,34;1,37;-1,05
YIPF5;0,99;0,98;0,46;0,73
YIPF7;0,00;1,33;1,71;-1,32
YJEFN3;0,00;1,25;1,45;-1,10
YJU2;0,00;0,82;1,05;1,88
YJU2B;0,04;1,04;0,68;0,25
YKT6;0,46;0,83;0,64;1,55
YLPM1;0,00;0,99;0,56;0,88
YME1L1;0,13;0,74;0,58;3,21
YOD1;0,00;0,97;1,01;0,82
YPEL1;0,31;0,69;0,77;1,94
YPEL2;1,00;0,56;0,37;2,37
YPEL3;0,92;0,81;0,57;1,60
YPEL4;0,85;0,88;0,61;1,12
YPEL5;0,97;0,50;0,43;2,81
YRDC;0,00;1,29;1,26;-1,22
YTHDC1;1,00;0,73;0,18;3,44
YTHDC2;1,00;0,98;0,33;0,94
YTHDF1;0,96;0,86;0,52;1,94
YTHDF2;1,00;0,71;0,13;3,40
YTHDF3;1,00;0,77;0,27;2,81
YWHAB;1,00;0,56;0,25;3,26
YWHAE;1,00;0,44;0,18;4,06
YWHAG;1,00;0,50;0,20;3,82
YWHAH;0,86;0,67;0,60;2,56
YWHAQ;0,99;0,71;0,46;2,38
YWHAZ;1,00;0,34;0,10;4,42
YY1;1,00;0,64;0,20;3,60
YY1AP1;0,00;0,93;1,32;1,31
ZACN;0,00;1,12;1,64;-0,34
ZADH2;0,00;1,14;1,17;-0,46
ZAN;0,00;0,98;1,05;1,00
ZAP70;0,01;0,88;0,62;1,84
ZAR1;0,00;1,53;1,65;-3,40
ZAR1L;0,00;1,03;0,91;0,41
ZBBX;0,00;1,14;1,15;-0,65
ZBED2;0,12;1,08;1,93;0,15
ZBED3;0,04;1,98;1,95;-4,60
ZBED4;0,35;0,94;0,73;1,31
ZBED5;0,00;0,97;0,77;0,96
ZBED8;0,00;0,98;1,04;0,81
ZBED9;0,00;0,79;0,59;3,61
ZBP1;0,00;1,07;1,29;0,00
ZBTB1;1,00;0,67;0,38;4,07
ZBTB10;0,00;1,06;0,63;-0,13
ZBTB11;0,00;0,88;0,75;2,12
ZBTB12;0,70;0,60;0,74;4,11
ZBTB14;0,22;0,61;0,93;2,42
ZBTB16;1,00;0,70;0,25;3,85
ZBTB17;1,00;0,74;0,44;3,62
ZBTB18;1,00;0,61;0,13;4,26
ZBTB2;1,00;0,61;0,18;3,90
ZBTB20;1,00;0,70;0,30;3,96
ZBTB21;0,99;0,96;0,48;1,11
ZBTB22;0,47;0,81;1,58;2,60
ZBTB24;0,00;0,87;0,76;2,02
ZBTB25;0,00;0,86;0,81;1,72
ZBTB26;0,76;0,62;0,59;3,75
ZBTB3;0,04;0,93;0,72;1,26
ZBTB32;0,00;0,98;0,83;0,81
ZBTB38;1,00;0,73;0,39;4,43
ZBTB39;0,00;0,98;0,85;0,80
ZBTB4;1,00;0,92;0,39;1,68
ZBTB40;0,00;0,85;0,60;2,71
ZBTB41;0,09;0,76;0,58;3,34
ZBTB42;0,01;1,03;1,63;0,33
ZBTB43;0,73;0,47;0,80;2,66
ZBTB44;1,00;0,73;0,45;3,16
ZBTB45;0,00;0,96;0,94;0,92
ZBTB46;1,00;0,84;0,38;2,26
ZBTB47;0,01;0,89;0,68;1,74
ZBTB48;0,00;0,96;0,74;1,06
ZBTB49;0,00;0,99;0,83;0,74
ZBTB5;0,71;0,91;0,66;1,25
ZBTB6;0,86;0,80;0,57;2,17
ZBTB7A;0,09;0,87;0,88;1,87
ZBTB7C;0,72;1,08;0,63;-0,16
ZBTB8A;0,01;0,76;0,72;2,62
ZBTB8B;0,00;0,83;0,84;2,14
ZBTB8OS;0,02;1,01;1,16;0,59
ZBTB9;0,00;0,87;0,93;1,68
ZC2HC1A;0,00;1,20;1,10;-0,64
ZC2HC1B;0,00;1,05;1,46;0,34
ZC2HC1C;0,00;0,97;0,84;0,90
ZC3H10;0,05;0,66;0,78;3,50
ZC3H11A;1,00;0,76;0,29;3,25
ZC3H12A;1,00;0,79;0,44;2,71
ZC3H12C;1,00;0,82;0,39;2,77
ZC3H12D;0,03;1,21;0,86;-1,27
ZC3H13;1,00;0,88;0,38;2,61
ZC3H14;1,00;0,88;0,45;1,90
ZC3H15;1,00;0,85;0,38;1,77
ZC3H18;1,00;1,04;0,13;0,12
ZC3H3;0,00;1,10;0,66;-0,64
ZC3H4;1,00;1,01;0,18;0,40
ZC3H6;0,88;0,95;0,51;1,29
ZC3H7A;1,00;0,87;0,46;2,16
ZC3H7B;1,00;0,79;0,40;3,41
ZC3H8;0,00;0,96;1,03;0,82
ZC3HAV1;0,00;0,86;0,60;2,31
ZC3HAV1L;0,00;1,26;1,41;-1,03
ZC3HC1;0,00;0,91;0,81;1,44
ZCCHC10;0,00;1,00;1,03;0,60
ZCCHC14;1,00;0,97;0,31;0,98
ZCCHC17;0,00;0,99;0,85;0,67
ZCCHC2;0,34;1,07;0,56;-0,33
ZCCHC24;0,08;0,96;0,80;0,82
ZCCHC3;0,00;1,72;1,96;-3,28
ZCCHC4;0,00;1,05;1,00;0,23
ZCCHC7;0,00;0,94;1,03;1,16
ZCCHC8;0,00;0,95;0,71;1,06
ZCCHC9;0,01;0,90;0,81;1,23
ZCRB1;0,00;0,85;1,06;1,43
ZCWPW1;0,00;0,86;0,81;2,04
ZCWPW2;0,00;1,11;1,33;-0,07
ZDBF2;0,04;0,96;1,40;1,37
ZDHHC1;0,00;1,15;1,29;-0,67
ZDHHC11B;0,00;1,07;1,01;0,25
ZDHHC12;0,00;1,17;1,30;-0,47
ZDHHC13;0,00;1,05;1,31;0,11
ZDHHC14;0,97;0,85;0,51;1,92
ZDHHC16;0,00;0,89;0,80;1,46
ZDHHC17;0,01;0,95;0,65;0,99
ZDHHC18;0,00;0,90;0,91;1,35
ZDHHC19;0,00;1,02;1,21;0,44
ZDHHC2;0,00;1,28;1,40;-1,28
ZDHHC20;0,00;1,02;1,01;0,49
ZDHHC21;0,04;1,11;0,86;0,10
ZDHHC22;0,00;1,09;1,31;0,06
ZDHHC23;0,00;0,89;1,28;1,49
ZDHHC24;0,00;1,20;1,50;-0,64
ZDHHC3;0,98;0,68;0,50;2,88
ZDHHC4;0,00;1,14;1,50;-0,40
ZDHHC5;1,00;0,82;0,44;2,60
ZDHHC6;0,00;0,90;0,75;1,34
ZDHHC7;0,95;0,99;0,53;0,67
ZDHHC8;0,10;0,95;0,60;1,17
ZEB1;1,00;0,83;0,34;2,84
ZEB2;1,00;0,65;0,11;5,64
ZER1;1,00;0,63;0,24;4,75
ZFAND1;0,00;1,24;1,41;-0,74
ZFAND2A;0,00;1,34;1,94;-1,02
ZFAND2B;0,00;0,96;0,92;0,89
ZFAND3;0,17;1,01;0,74;0,56
ZFAND4;0,00;1,09;0,84;-0,37
ZFAND5;1,00;0,70;0,41;2,24
ZFAND6;0,01;0,93;1,00;0,95
ZFAT;0,00;0,93;0,68;1,60
ZFC3H1;1,00;0,85;0,37;3,15
ZFHX2;0,00;0,95;0,60;1,56
ZFHX3;1,00;1,03;0,19;-0,17
ZFHX4;1,00;0,97;0,24;1,38
ZFP1;0,00;1,30;1,06;-1,80
ZFP14;0,92;0,76;0,52;2,84
ZFP2;0,00;0,97;1,19;0,90
ZFP28;0,00;0,92;1,06;1,57
ZFP3;0,04;0,84;0,68;2,00
ZFP30;0,00;0,94;1,31;1,17
ZFP36;0,00;0,88;1,04;1,47
ZFP36L1;0,95;0,74;0,54;2,60
ZFP36L2;0,00;1,68;1,51;-5,38
ZFP37;0,00;0,95;0,93;1,11
ZFP41;0,00;1,21;1,42;-0,62
ZFP42;0,11;1,19;1,94;-0,71
ZFP57;0,00;0,84;1,13;2,13
ZFP62;0,00;1,02;1,05;0,36
ZFP64;1,00;0,87;0,44;1,98
ZFP69;0,00;0,88;0,88;1,66
ZFP69B;0,00;0,96;1,37;0,93
ZFP82;0,00;0,80;0,72;2,39
ZFP90;0,00;0,95;0,79;1,12
ZFP91;1,00;0,95;0,24;1,10
ZFPL1;0,00;0,96;1,15;0,87
ZFPM1;0,00;1,75;1,11;-8,23
ZFPM2;1,00;0,95;0,27;1,35
ZFR;1,00;0,68;0,22;4,81
ZFR2;0,00;1,31;1,52;-3,13
ZFTA;0,00;1,29;1,60;-2,24
ZFYVE1;0,56;0,71;0,54;3,93
ZFYVE16;0,00;0,99;0,74;0,70
ZFYVE19;0,00;1,14;1,03;-0,60
ZFYVE21;0,00;1,17;1,08;-0,42
ZFYVE26;0,00;0,89;0,70;2,84
ZFYVE27;0,00;0,89;0,87;1,54
ZFYVE28;0,00;1,11;0,68;-0,82
ZFYVE9;1,00;0,87;0,41;2,54
ZG16;0,01;0,89;1,04;1,15
ZG16B;0,00;1,18;1,80;-0,33
ZGPAT;0,00;1,13;1,10;-0,62
ZGRF1;0,00;0,97;1,11;1,09
ZHX1;1,00;0,78;0,45;3,23
ZHX2;0,97;0,84;0,52;2,59
ZHX3;1,00;0,87;0,43;2,24
ZIC1;1,00;0,74;0,31;2,90
ZIC2;0,96;1,02;0,52;0,47
ZIC4;0,01;1,15;0,83;-0,53
ZIK1;0,00;0,89;1,87;1,53
ZIM3;0,00;1,10;1,35;-0,26
ZKSCAN1;1,00;0,77;0,41;2,87
ZKSCAN2;0,70;0,97;0,52;1,01
ZKSCAN3;0,00;0,81;0,93;2,39
ZKSCAN4;0,00;0,87;1,04;1,80
ZKSCAN5;0,02;0,85;0,60;2,31
ZKSCAN7;0,00;0,93;0,80;1,32
ZKSCAN8;0,02;0,87;0,63;1,87
ZMAT2;1,00;0,56;0,37;3,03
ZMAT3;0,01;0,96;0,76;0,91
ZMAT4;0,00;0,98;0,94;0,74
ZMAT5;0,00;0,99;1,33;0,67
ZMIZ1;1,00;0,74;0,22;4,15
ZMIZ2;1,00;0,87;0,40;2,25
