gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
AC091801,1;0,17;1,58;1,65;-0,82
IGFL2;0,00;1,28;1,65;-0,18
OR10G2;0,00;1,45;1,65;-1,42
MPG;0,00;1,23;1,65;-0,49
SPG7;0,00;1,20;1,65;-0,87
TP53RK;0,00;1,11;1,65;0,20
FCGR3B;0,00;1,42;1,65;-1,09
SAYSD1;0,00;1,34;1,65;-0,53
INMT;0,00;1,23;1,65;-0,36
TEX29;0,00;1,07;1,65;0,39
C8orf48;0,00;1,43;1,65;-1,23
RP11-422N16,3;0,42;0,88;1,65;0,90
WDR83OS;0,00;0,96;1,65;0,70
FAM167B;0,00;1,08;1,65;0,37
GFER;0,00;1,23;1,65;-0,20
AADACL2;0,00;1,08;1,65;0,21
PRR13;0,01;1,38;1,65;-0,41
FABP6;0,00;1,03;1,65;0,50
RAB27A;0,00;1,31;1,65;-0,51
AL021546,6;0,00;1,20;1,65;-0,06
RP11-286N22,8;0,00;1,22;1,65;-0,07
GOLGA8I;0,00;1,61;1,65;-2,31
C1ORF220;0,00;1,19;1,65;0,08
NANOS2;0,05;1,03;1,65;0,48
CCL27;0,01;1,08;1,65;0,41
CCL28;0,05;1,05;1,65;0,45
LIME1;0,00;0,89;1,65;1,06
OR4D1;0,00;1,05;1,65;0,36
A4GALT;0,00;1,15;1,65;-0,19
CCDC166;0,00;0,92;1,66;1,03
ACOT4;0,00;1,10;1,66;0,11
FLJ00273;0,17;1,13;1,66;0,25
SNX10;0,00;1,01;1,66;0,55
C11orf74;0,00;1,23;1,66;-0,19
FAM19A3;0,00;1,14;1,66;0,13
FKBP14;0,00;1,15;1,66;0,09
ZNF221;0,00;1,17;1,66;-0,42
EPHX3;0,00;1,13;1,66;-0,03
SLC35E2;0,00;1,11;1,66;0,18
MOGAT3;0,00;1,06;1,66;0,31
ALDH3B2;0,00;1,14;1,66;-0,13
TIRAP;0,00;1,22;1,66;-0,27
PRSS46;0,00;0,95;1,66;0,77
TP53I3;0,00;1,02;1,66;0,51
PDYN;0,00;1,28;1,66;-0,53
OBP2A;0,00;1,19;1,66;-0,03
PLIN5;0,00;1,20;1,66;-0,52
FAM166A;0,00;1,59;1,66;-2,21
GOLGA6L6;0,00;1,67;1,66;-2,24
TMEM156;0,00;1,19;1,66;-0,19
SHISA3;0,00;1,05;1,66;0,39
AC110619,2;0,01;1,23;1,66;-0,09
AC011366,3;0,42;1,28;1,66;0,21
HCAR1;0,00;1,15;1,66;-0,17
DTD2;0,00;0,94;1,66;0,76
SCIN;0,00;1,21;1,66;-0,77
APOBEC3D;0,00;1,33;1,66;-1,09
PDE6G;0,01;1,28;1,66;-0,03
RP11-322L20,1;0,05;1,19;1,66;0,29
FFAR1;0,00;1,00;1,66;0,61
TAC4;0,00;1,21;1,66;0,07
ZNF780B;0,00;1,14;1,66;-0,41
RLN3;0,01;1,24;1,66;-0,16
TMEM247;0,00;1,21;1,66;-0,22
PRSS35;0,00;1,17;1,66;-0,27
ZNF788;0,01;1,02;1,66;0,55
MGP;0,00;1,18;1,66;0,12
PI3;0,17;1,18;1,66;0,10
LCE1E;0,17;1,68;1,66;-1,14
PCDH11Y;0,00;1,17;1,66;-0,14
C6orf52;0,00;0,97;1,66;0,68
ATP5G2;0,00;1,10;1,66;0,23
PTRH1;0,00;1,17;1,66;-0,03
PTPN20B;0,05;0,91;1,66;0,73
GP1BA;0,00;1,14;1,66;-0,30
PEX11G;0,00;1,25;1,66;-0,35
APOH;0,00;1,07;1,66;0,28
KRTAP10-1;0,00;1,47;1,66;-1,39
OR5AC2;0,01;1,38;1,66;-1,04
ATOH7;0,05;1,11;1,66;0,31
CAPSL;0,00;1,30;1,66;-0,49
GPR42;0,05;0,80;1,66;1,45
FAM173B;0,00;1,27;1,66;-0,50
AHSG;0,00;1,20;1,66;-0,36
ISX;0,00;1,26;1,66;-0,43
AC096582,1;0,42;0,49;1,66;1,08
SMIM18;0,17;0,82;1,66;0,98
LRRC52;0,00;1,13;1,66;0,04
KRT33B;0,00;1,20;1,66;-0,47
PSCA;0,17;1,28;1,66;-0,15
OR4C5;0,00;0,92;1,66;0,91
ZNF253;0,00;1,00;1,66;0,57
S100Z;0,01;1,32;1,66;-0,14
MRPS14;0,00;1,08;1,66;0,35
XG;0,00;1,20;1,66;-0,03
SERPINA4;0,00;1,24;1,66;-0,68
OR5V1;0,01;1,08;1,66;0,23
FAM221A;0,00;1,06;1,66;0,34
S100A10;0,17;0,96;1,66;0,68
WDR55;0,00;0,92;1,67;0,97
DGAT2L6;0,00;1,30;1,67;-0,49
MPLKIP;0,00;1,23;1,67;-0,18
CDKL4;0,00;1,14;1,67;0,02
CD5L;0,00;1,11;1,67;0,06
DEXI;0,41;1,30;1,67;-0,11
RP11-62N21,1;0,05;0,87;1,67;0,90
TCEANC2;0,00;1,09;1,67;0,29
KCNK7;0,00;1,12;1,67;0,06
CNTNAP3B;0,00;1,52;1,67;-2,48
C9orf62;0,00;1,11;1,67;0,28
NDUFB7;0,00;1,10;1,67;0,27
BTN3A3;0,00;1,12;1,67;-0,15
PLSCR5;0,00;1,47;1,67;-1,17
PABPC3;0,00;1,21;1,67;-0,78
LCA10;0,00;1,12;1,67;0,20
APOBEC3G;0,00;1,09;1,67;0,15
ZNF778;0,00;1,56;1,67;-3,26
C1orf195;0,17;1,01;1,67;0,56
MMP26;0,00;1,21;1,67;-0,23
NDUFB6;0,00;1,35;1,67;-0,29
CTC-429P9,4;0,01;1,34;1,67;-0,03
LL22NC03-63E9,3;0,17;1,22;1,67;0,20
OR2M4;0,00;1,05;1,67;0,36
SLC2A7;0,00;1,10;1,67;-0,02
SLC25A47;0,00;1,04;1,67;0,38
RTBDN;0,00;1,19;1,67;-0,20
THAP8;0,00;1,17;1,67;-0,09
C6orf118;0,00;1,26;1,67;-0,83
CAMK2N1;0,17;0,55;1,67;1,44
ZNF688;0,00;0,94;1,67;0,85
TMEM253;0,00;1,00;1,67;0,59
RIMBP3B;0,41;1,19;1,67;0,27
SOD3;0,00;0,87;1,67;1,11
CSDC2;0,00;0,93;1,67;0,79
ZNF506;0,00;0,94;1,67;0,91
RP11-484M3,5;0,17;1,24;1,67;0,10
RP11-597K23,2;0,05;1,11;1,67;0,36
ZNF224;0,00;0,99;1,67;0,65
OR10A2;0,00;1,32;1,67;-0,73
MOK;0,00;1,05;1,67;0,33
MED18;0,00;0,88;1,67;1,05
S100A13;0,05;1,12;1,67;0,32
MRPS26;0,00;1,03;1,67;0,48
ZNF587;0,05;1,24;1,67;-0,78
HMSD;0,01;1,00;1,67;0,58
C4orf26;0,05;1,25;1,67;-0,21
POTEH;0,00;1,15;1,67;-0,09
OR52A5;0,00;1,34;1,67;-0,88
TMSB4X;0,41;0,63;1,67;0,98
SLC22A1;0,00;1,11;1,67;-0,09
PCDHB14;0,00;1,27;1,67;-1,42
PLET1;0,00;0,93;1,67;0,84
KCNJ16;0,00;1,11;1,67;0,00
TEKT5;0,00;1,42;1,67;-1,95
DCD;0,00;1,43;1,67;-0,49
TMEM81;0,00;1,09;1,67;0,25
ZNF528;0,00;1,31;1,67;-1,36
FAM26D;0,00;1,04;1,67;0,48
PCTP;0,00;1,24;1,68;-0,26
CTXN1;0,41;0,57;1,68;1,46
GGTLC1;0,00;1,45;1,68;-1,18
FAM219B;0,00;1,21;1,68;-0,06
RP11-352D3,2;0,01;0,82;1,68;1,05
N6AMT1;0,00;1,23;1,68;-0,23
TNFSF4;0,05;0,89;1,68;0,92
PGAM1;0,00;1,07;1,68;0,31
ZNF425;0,00;0,93;1,68;1,12
DECR1;0,00;1,12;1,68;0,03
IL20;0,00;1,14;1,68;0,13
CTD-2117L12,1;0,05;1,14;1,68;0,33
ZNF211;0,00;1,04;1,68;0,34
OR6C3;0,00;1,47;1,68;-1,37
DTWD1;0,00;1,16;1,68;-0,05
OR51B2;0,01;1,35;1,68;-0,95
BEAN1;0,00;0,88;1,68;1,10
GSTA2;0,00;1,59;1,68;-1,50
STX19;0,00;1,27;1,68;-0,46
AMY2A;0,00;1,41;1,68;-1,02
RTP2;0,00;1,38;1,68;-0,97
LRRC26;0,01;1,35;1,68;-0,55
U2AF1L4;0,00;1,24;1,68;-0,31
SMCO1;0,00;1,00;1,68;0,58
CFD;0,00;1,28;1,68;-0,63
KRTAP10-8;0,00;1,32;1,68;-0,67
IGSF5;0,00;1,06;1,68;0,25
ST6GALNAC2;0,00;1,07;1,68;0,24
MAP1LC3B2;0,01;1,20;1,68;0,03
KCTD21;0,00;1,02;1,68;0,50
GPNMB;0,00;1,08;1,68;0,12
ZNF837;0,00;0,87;1,68;1,37
C1orf87;0,00;1,14;1,68;-0,21
POTEG;0,00;1,51;1,68;-1,41
C19orf52;0,00;1,18;1,68;-0,10
CERS4;0,00;1,26;1,68;-0,75
DEFB123;0,41;1,16;1,68;0,32
AADACL4;0,00;1,30;1,68;-0,94
HPCAL4;0,00;0,90;1,68;0,95
KRTAP5-3;0,16;1,19;1,68;-0,11
COX6C;0,05;1,24;1,68;0,08
AGRP;0,00;1,05;1,68;0,45
MRPS11;0,00;1,09;1,68;0,25
ASB12;0,00;1,40;1,68;-0,93
POLE4;0,00;1,40;1,68;-0,33
OR51E1;0,00;1,08;1,68;0,24
TOP1MT;0,00;1,10;1,68;-0,11
ZNF749;0,05;1,06;1,68;0,17
C21orf49;0,16;1,35;1,68;-0,04
C7orf55;0,01;1,20;1,68;0,05
OR51B4;0,00;1,28;1,68;-0,63
OR51E2;0,00;1,46;1,68;-1,50
GNG8;0,16;1,32;1,68;-0,06
ZNF543;0,00;1,19;1,68;-0,59
RP11-1C1,5;0,01;0,80;1,68;1,02
TMEM220;0,00;0,99;1,68;0,64
CRISP2;0,00;1,28;1,68;-0,46
C9orf85;0,00;1,22;1,68;-0,04
CA1;0,00;1,21;1,68;-0,21
PRND;0,01;1,21;1,68;-0,11
C3orf35;0,05;1,16;1,68;0,11
DEFB126;0,41;1,34;1,68;-0,26
MAGEF1;0,00;1,15;1,68;-0,04
CNR2;0,00;0,98;1,68;0,68
CTD-2207O23,12;0,41;1,12;1,68;0,38
SLC25A48;0,00;0,94;1,68;0,79
ADRB3;0,00;1,04;1,68;0,41
DECR2;0,00;1,16;1,68;-0,19
PRH2;0,01;0,98;1,68;0,64
VSIG4;0,00;1,48;1,68;-1,43
RPL36AL;0,05;0,77;1,68;1,14
PTS;0,00;1,16;1,69;0,13
ZFAND2A;0,00;1,51;1,69;-0,95
C12orf60;0,05;1,16;1,69;-0,01
PRTFDC1;0,00;1,04;1,69;0,44
EXOSC8;0,00;0,94;1,69;0,85
FAM203A;0,01;1,55;1,69;-0,32
UQCRQ;0,05;1,08;1,69;0,42
C1orf170;0,00;1,17;1,69;-0,56
CMTM3;0,00;1,02;1,69;0,53
UNC93A;0,00;1,20;1,69;-0,53
ENO3;0,00;1,28;1,69;-0,93
GPX2;0,00;1,11;1,69;0,21
GCHFR;0,05;1,12;1,69;0,33
RFPL1;0,01;1,04;1,69;0,41
PIP;0,00;1,26;1,69;-0,19
AC093157,1;0,41;1,32;1,69;-0,16
TRIM54;0,00;1,02;1,69;0,49
GALR2;0,00;1,04;1,69;0,39
RP11-520P18,5;0,05;0,85;1,69;1,01
ADI1;0,00;1,12;1,69;0,20
TBC1D29;0,00;1,17;1,69;0,08
SBK3;0,00;1,00;1,69;0,59
FRAT2;0,05;1,07;1,69;0,41
BLOC1S6;0,00;0,91;1,69;0,86
USMG5;0,05;1,32;1,69;0,09
SAA4;0,01;1,31;1,69;-0,30
KRTAP4-5;0,16;1,24;1,69;-0,22
AP000350,10;0,00;1,14;1,69;0,09
DEFB1;0,41;1,99;1,69;-2,99
VIMP;0,00;1,38;1,69;-0,61
TMEM255B;0,00;1,16;1,69;-0,18
KRT33A;0,00;1,30;1,69;-1,02
C11orf52;0,00;0,93;1,69;0,79
MIF;0,01;1,38;1,69;-0,40
IL1R2;0,00;1,14;1,69;-0,11
C1orf131;0,00;1,17;1,69;-0,12
HSBP1L1;0,05;1,12;1,69;0,39
PYURF;0,16;1,08;1,69;0,39
HBM;0,01;1,34;1,69;-0,37
CACNG6;0,00;1,07;1,69;0,32
TM2D3;0,00;1,33;1,69;-0,74
UGT2B28;0,00;1,50;1,69;-2,18
AL450307,1;0,00;1,06;1,69;0,41
GIMAP2;0,41;1,11;1,69;0,12
ASB14;0,00;1,03;1,69;0,42
CXCL9;0,00;1,24;1,69;-0,03
ZNF433;0,01;1,16;1,69;-0,40
RILP;0,00;1,13;1,69;-0,02
ISG15;0,41;1,18;1,69;-0,04
ONECUT3;0,00;0,76;1,69;1,30
AGXT2;0,00;1,22;1,69;-0,66
AP000350,4;0,40;1,14;1,69;0,12
ZNF138;0,05;1,21;1,69;-0,25
THRSP;0,00;1,10;1,69;0,27
RAET1E;0,00;1,15;1,69;0,02
CTRC;0,00;1,17;1,69;-0,13
PLAC9;0,00;1,33;1,69;-0,18
DEFB127;0,40;1,33;1,69;-0,15
C2orf72;0,16;0,85;1,69;0,90
DUSP23;0,00;1,10;1,69;0,30
HYAL4;0,00;1,13;1,69;-0,10
OR4B1;0,00;1,61;1,69;-1,99
FAM9B;0,00;1,47;1,69;-0,63
ZNF880;0,00;1,06;1,69;0,24
OR52W1;0,00;1,24;1,69;-0,46
ZNF439;0,01;1,20;1,69;-0,48
C1orf192;0,00;0,96;1,69;0,71
RERGL;0,00;1,25;1,69;-0,25
SELO;0,00;1,31;1,69;-1,40
ICAM4;0,00;1,04;1,69;0,40
NKG7;0,00;1,17;1,69;0,03
NXF5;0,00;1,26;1,69;-0,37
ZNF593;0,00;0,94;1,69;0,75
C3orf18;0,00;1,02;1,69;0,53
RGR;0,00;1,20;1,69;-0,28
MRPS6;0,00;1,32;1,69;-0,26
MRPS17;0,01;1,12;1,69;0,27
PACRGL;0,00;1,10;1,69;0,23
ZNF90;0,00;1,28;1,69;-1,04
ISG20;0,00;1,10;1,69;0,21
PTH;0,01;1,02;1,70;0,55
SAMD5;0,01;1,06;1,70;0,42
AL645608,1;0,01;1,47;1,70;-0,65
L34079,2;0,00;0,96;1,70;0,73
GOLGA6B;0,00;1,28;1,70;-0,60
RP11-664I21,6;0,40;1,32;1,70;0,18
C21orf58;0,00;1,06;1,70;0,35
PATE3;0,05;0,91;1,70;0,81
GATC;0,00;1,13;1,70;0,22
ABHD14B;0,00;0,93;1,70;0,85
SERPINA10;0,00;1,15;1,70;-0,19
TLCD2;0,00;0,98;1,70;0,69
GIMAP1;0,40;0,94;1,70;0,87
MMP27;0,00;1,22;1,70;-0,66
FKBP7;0,00;1,14;1,70;0,09
PCP2;0,00;1,15;1,70;0,17
MUC3A;0,40;1,18;1,70;-0,16
EIF3CL;0,01;0,83;1,70;0,91
CBR4;0,00;1,14;1,70;0,08
CEACAM21;0,00;1,21;1,70;-0,32
ZNF561;0,00;1,15;1,70;-0,25
PAQR4;0,00;1,22;1,70;-0,41
COX18;0,00;1,10;1,70;0,13
C19orf25;0,40;1,30;1,70;-0,22
CYSLTR1;0,01;1,37;1,70;-0,77
ASAH2B;0,16;0,89;1,70;0,76
DAO;0,00;1,10;1,70;0,11
NTF4;0,01;1,10;1,70;0,19
AC040977,1;0,05;1,07;1,70;0,35
SLC38A11;0,00;1,11;1,70;0,08
OOEP;0,00;1,03;1,70;0,51
ANKRD60;0,00;1,01;1,70;0,57
MT1F;0,05;1,43;1,70;-0,19
RXFP4;0,00;0,99;1,70;0,66
CTB-167G5,5;0,00;1,03;1,70;0,52
CD52;0,40;1,05;1,70;0,51
C5AR1;0,40;1,09;1,70;0,16
ELP5;0,00;1,14;1,70;-0,03
AP000889,3;0,00;1,13;1,70;0,25
TRIM49C;0,00;1,12;1,70;0,10
ZNF140;0,00;1,16;1,70;-0,07
C1orf168;0,00;1,14;1,70;-0,33
CEACAM18;0,00;1,13;1,70;-0,05
ZNF648;0,00;1,05;1,70;0,24
CCDC59;0,00;1,53;1,70;-1,37
GALP;0,00;1,29;1,70;-0,18
TMED1;0,00;1,02;1,70;0,52
CMTM2;0,00;1,06;1,70;0,36
ZNF280A;0,00;1,20;1,70;-0,56
RBP1;0,00;0,99;1,70;0,62
AADACL3;0,01;1,20;1,70;-0,34
OR2F2;0,00;1,28;1,70;-0,63
NXNL1;0,01;1,11;1,70;0,19
FPR2;0,40;1,00;1,70;0,61
C11orf45;0,01;1,19;1,70;0,03
DAOA;0,00;1,36;1,70;-0,43
ZNF705A;0,00;1,24;1,70;-0,39
MSR1;0,00;1,50;1,70;-2,07
C16orf89;0,00;1,43;1,70;-1,51
C5orf48;0,00;1,03;1,70;0,50
DNAL4;0,00;1,06;1,70;0,45
MVD;0,00;1,17;1,70;-0,36
COX6B2;0,00;1,40;1,70;-0,33
PSKH2;0,00;1,14;1,70;-0,11
XAF1;0,00;1,11;1,70;0,11
PTPLA;0,00;1,02;1,70;0,51
AP000758,1;0,40;0,90;1,70;0,76
GRXCR1;0,00;1,26;1,70;-0,48
SDPR;0,00;1,06;1,70;0,25
MRPL52;0,00;1,13;1,70;0,26
PTRH2;0,00;1,05;1,70;0,43
MOB3A;0,00;1,29;1,70;-0,64
C5orf58;0,05;1,09;1,70;0,40
COMT;0,00;1,04;1,70;0,43
CMC4;0,16;1,28;1,70;0,17
RP13-512J5,1;0,16;1,15;1,70;0,41
CNBD1;0,00;1,40;1,70;-1,33
PPY;0,01;0,93;1,70;0,76
GKN1;0,00;0,94;1,70;0,80
C5orf49;0,01;1,17;1,70;0,11
C22orf34;0,00;0,84;1,70;1,12
RP4-758J18,2;0,01;1,24;1,70;-0,10
MTHFSD;0,00;1,33;1,71;-0,98
C2orf68;0,00;1,32;1,71;-0,46
C18orf56;0,16;0,87;1,71;0,94
AGMO;0,00;1,62;1,71;-2,56
CSN3;0,01;1,19;1,71;-0,03
PKIB;0,05;1,08;1,71;0,43
PYY;0,01;1,37;1,71;-0,30
NKG2-E;0,00;1,22;1,71;-0,21
TCTEX1D4;0,01;0,95;1,71;0,79
APITD1;0,00;1,56;1,71;-1,11
APITD1-CORT;0,00;1,56;1,71;-1,11
RCN3;0,00;1,08;1,71;0,21
THEM6;0,05;0,90;1,71;0,89
CPLX4;0,00;1,18;1,71;0,06
GPR15;0,00;1,14;1,71;-0,04
OR2A14;0,00;1,34;1,71;-0,86
NKX1-2;0,00;1,26;1,71;-0,22
MZT1;0,05;1,18;1,71;0,20
ZNF549;0,00;1,07;1,71;0,14
GPR55;0,00;0,97;1,71;0,71
ZNF700;0,00;1,25;1,71;-1,12
PLA2G7;0,00;1,32;1,71;-1,05
PRSS57;0,00;1,29;1,71;-0,61
SPAG16;0,00;1,24;1,71;-0,87
LIPT1;0,00;1,05;1,71;0,34
XXcos-LUCA11,5;0,16;1,08;1,71;0,46
HIST1H1D;0,16;2,00;1,71;-8,06
ACTRT3;0,00;1,08;1,71;0,22
CSNK2A3;0,00;1,25;1,71;-0,63
C16orf13;0,00;1,24;1,71;-0,17
GALR3;0,00;1,09;1,71;0,21
WFDC11;0,00;1,52;1,71;-0,52
GAST;0,00;1,22;1,71;0,05
NEURL2;0,00;1,07;1,71;0,31
CIDEA;0,00;1,21;1,71;-0,24
AC005609,1;0,01;1,14;1,71;0,06
TSSK1B;0,00;1,18;1,71;-0,34
EFCAB4A;0,00;1,40;1,71;-1,11
SPACA5;0,40;0,71;1,71;0,85
CRYBB3;0,00;1,18;1,71;-0,13
GNA14;0,00;1,21;1,71;-0,38
GNG4;0,16;0,96;1,71;0,68
RHBDD1;0,00;1,13;1,71;0,02
IZUMO4;0,00;1,38;1,71;-0,89
AC132216,1;0,05;0,59;1,71;1,67
HOXB13;0,00;1,14;1,71;0,00
TMEM256;0,00;1,17;1,71;0,18
IQCG;0,00;1,05;1,71;0,35
SLC16A13;0,00;1,08;1,71;0,18
GTF2H5;0,05;1,38;1,71;-0,12
SMIM15;0,16;1,17;1,71;0,27
CSN1S1;0,00;1,09;1,71;0,32
GLYAT;0,00;1,36;1,71;-0,91
PDZK1;0,00;1,15;1,71;-0,05
NDUFA6;0,00;1,45;1,71;-0,80
DEFB128;0,40;1,69;1,72;-0,85
LRRC3;0,00;1,07;1,72;0,26
IL31;0,01;0,96;1,72;0,72
C6orf100;0,40;1,04;1,72;0,54
PTGDR2;0,00;0,81;1,72;1,56
TCN1;0,00;1,34;1,72;-1,08
FADS6;0,00;1,06;1,72;0,29
WFDC1;0,00;1,68;1,72;-1,71
C14orf64;0,00;1,31;1,72;-0,24
TRIM52;0,00;1,12;1,72;0,11
OR8H3;0,01;1,50;1,72;-1,52
RARRES2;0,00;1,07;1,72;0,38
ADM5;0,40;0,90;1,72;0,90
C3orf65;0,40;1,30;1,72;-0,26
LCN2;0,00;1,30;1,72;-0,43
ZNF814;0,04;1,21;1,72;-0,92
TREML2;0,00;1,07;1,72;0,29
LRRC10B;0,04;0,80;1,72;1,26
ZNF117;0,40;1,31;1,72;-1,05
MBL2;0,00;1,08;1,72;0,30
ANKRD22;0,00;1,24;1,72;-0,21
CCDC107;0,00;1,10;1,72;0,19
APOA2;0,04;1,12;1,72;0,31
SPESP1;0,39;1,09;1,72;0,19
FAM213A;0,00;1,00;1,72;0,61
HINT2;0,00;1,31;1,72;-0,35
RPS19BP1;0,00;1,06;1,72;0,40
TMEM150B;0,00;1,22;1,72;-0,27
RPEL1;0,01;1,05;1,72;0,41
EPSTI1;0,00;1,21;1,72;-0,43
LIPI;0,00;1,18;1,72;-0,37
AKR1C4;0,00;1,37;1,72;-1,04
AL050302,1;0,04;1,52;1,72;-0,18
MGST1;0,00;1,36;1,72;-0,50
TPRG1;0,00;1,26;1,72;-0,48
CCL23;0,00;1,12;1,72;0,26
SERPINA5;0,00;1,35;1,72;-1,24
TSSC4;0,04;1,26;1,72;-0,65
WFDC12;0,04;1,30;1,72;-0,17
MORN2;0,15;1,31;1,72;0,06
RGPD3;0,00;1,50;1,72;-3,42
SCRG1;0,04;1,27;1,72;-0,02
XRCC3;0,00;1,04;1,72;0,39
LEFTY1;0,00;0,97;1,72;0,74
HCFC1R1;0,00;1,41;1,72;-0,53
OR5AK2;0,00;1,60;1,72;-1,93
MRPS34;0,00;1,63;1,72;-1,43
ACN9;0,00;1,50;1,72;-0,75
SSX4B;0,15;1,52;1,72;-0,08
MAGEC3;0,00;1,30;1,72;-0,95
AMY2B;0,00;1,56;1,72;-2,52
C21orf62;0,00;1,00;1,72;0,59
OR2AE1;0,01;1,23;1,72;-0,42
PRR4;0,04;1,27;1,72;-0,14
HES2;0,00;0,90;1,72;0,84
SLX1B;0,04;0,51;1,72;1,27
PROX2;0,00;1,02;1,72;0,52
RGPD6;0,39;1,10;1,72;0,54
SURF1;0,00;1,31;1,72;-0,68
C12orf71;0,00;1,06;1,72;0,36
RP11-47I22,3;0,04;1,07;1,72;0,45
CBWD6;0,00;1,56;1,73;-0,94
RP11-944C7,1;0,15;1,03;1,73;0,55
APOL1;0,00;1,23;1,73;-0,58
NUDT16L1;0,00;0,95;1,73;0,76
AP003774,4;0,39;0,92;1,73;0,81
HSD17B2;0,00;1,44;1,73;-1,57
SSSCA1;0,00;1,00;1,73;0,60
TEX13B;0,01;1,01;1,73;0,54
ZNF121;0,39;0,81;1,73;1,53
FAM136A;0,00;1,22;1,73;-0,06
SPANXN1;0,39;1,84;1,73;-0,80
LRRC14B;0,00;1,08;1,73;0,12
RD3;0,00;1,00;1,73;0,61
UCN3;0,04;1,23;1,73;-0,14
S100B;0,04;1,09;1,73;0,40
SMR3A;0,39;1,44;1,73;-0,59
VAMP5;0,01;1,18;1,73;0,08
DNAJC4;0,00;1,18;1,73;-0,13
STOML3;0,00;1,22;1,73;-0,37
C9orf173;0,00;1,21;1,73;-0,44
TXN2;0,00;0,99;1,73;0,61
C14orf79;0,00;1,24;1,73;-0,53
LYZL1;0,00;1,18;1,73;-0,02
IL17C;0,00;1,37;1,73;-0,81
TMSB15A;0,39;1,66;1,73;-0,13
SAPCD1;0,00;1,10;1,73;0,28
DYNAP;0,00;1,34;1,73;-0,60
SAC3D1;0,00;1,00;1,73;0,60
CD1E;0,00;1,14;1,73;-0,11
AC092675,3;0,01;1,07;1,73;0,47
AC026407,1;0,15;1,19;1,73;0,24
CDC42EP1;0,00;1,27;1,73;-0,79
IL37;0,00;1,18;1,73;-0,04
ZNF124;0,01;1,18;1,73;-0,16
IZUMO3;0,00;1,23;1,73;-0,23
PROZ;0,00;1,12;1,73;-0,06
MRPS10;0,00;1,29;1,73;-0,36
CCDC96;0,00;1,13;1,73;-0,19
SLC22A18AS;0,00;1,15;1,73;0,01
AC009365,3;0,15;0,99;1,73;0,62
SLC7A13;0,00;1,28;1,73;-0,90
POLR3G;0,00;1,07;1,73;0,35
VIPR1;0,00;1,10;1,73;0,07
OR13G1;0,15;1,06;1,73;0,34
PHLDA2;0,15;1,15;1,73;0,13
DEPDC4;0,00;1,23;1,73;-0,34
KLRG2;0,00;0,97;1,73;0,71
OR11A1;0,00;1,07;1,73;0,30
RP11-180C1,1;0,15;1,26;1,73;0,10
ART1;0,00;1,27;1,73;-0,71
C20orf141;0,04;1,20;1,73;-0,05
CHST13;0,00;0,86;1,73;1,25
MRFAP1L1;0,00;1,36;1,73;-0,41
GRP;0,00;0,98;1,73;0,66
MS4A2;0,00;1,25;1,73;-0,31
KIR3DL3;0,00;1,25;1,73;-0,26
MFSD7;0,00;1,23;1,73;-0,76
SYCE1L;0,00;1,30;1,73;-0,46
PF4;0,04;1,14;1,73;0,26
RP11-661C8,3;0,39;1,36;1,73;-0,02
TMSB15B;0,39;1,93;1,73;-0,72
UGT2B15;0,00;1,26;1,73;-0,87
PROL1;0,39;1,14;1,73;0,07
C22orf24;0,15;0,99;1,73;0,62
OR5W2;0,00;1,38;1,73;-1,02
DHRS1;0,00;1,07;1,74;0,27
BCL2L10;0,01;1,08;1,74;0,31
RFPL4A;0,04;0,81;1,74;1,32
PAEP;0,00;1,02;1,74;0,52
C12orf77;0,00;1,17;1,74;0,09
OR56A1;0,00;1,21;1,74;-0,33
RPRM;0,15;1,01;1,74;0,56
C11orf94;0,04;1,45;1,74;-0,54
PPAPDC2;0,00;1,28;1,74;-0,62
FAM86B2;0,00;1,88;1,74;-2,39
PLA2G2E;0,00;1,10;1,74;0,29
NEIL2;0,00;1,59;1,74;-2,09
TACR3;0,00;1,00;1,74;0,58
PATE2;0,00;1,36;1,74;-0,30
TUSC1;0,04;1,33;1,74;-0,51
TMEM158;0,15;0,77;1,74;1,09
AC092964,1;0,39;1,56;1,74;0,04
AC007204,1;0,15;1,38;1,74;-0,03
ASGR1;0,00;1,10;1,74;0,13
LACRT;0,00;1,35;1,74;-0,37
APH1B;0,00;1,20;1,74;-0,18
UCP3;0,00;1,19;1,74;-0,31
HIST1H4J;0,39;0,96;1,74;0,68
ECHDC3;0,00;1,19;1,74;-0,19
RETNLB;0,04;1,34;1,74;-0,25
IFI27;0,01;1,07;1,74;0,41
MIIP;0,00;1,15;1,74;-0,22
KRTAP10-4;0,00;1,39;1,74;-1,38
OR52D1;0,00;1,37;1,74;-1,04
SMR3B;0,39;1,69;1,74;-0,88
LYPD1;0,00;1,03;1,74;0,50
PSORS1C2;0,00;1,12;1,74;0,26
LSM2;0,00;0,43;1,74;1,83
IL36G;0,00;1,06;1,74;0,41
OST4;0,39;0,86;1,74;0,79
SPATA6L;0,00;1,69;1,74;-2,46
POTEB2;0,04;0,90;1,74;0,78
ZNF229;0,00;1,14;1,74;-0,45
NTN5;0,00;0,90;1,74;1,11
CRCP;0,00;1,07;1,74;0,39
RP11-497E19,2;0,15;0,88;1,74;0,84
GJB4;0,00;1,28;1,74;-0,64
GJB6;0,00;1,03;1,74;0,45
C2orf50;0,00;1,25;1,74;-0,18
